camera#,filename,recid,instance#,species,run#,block#,id,group_id,tagged_treatment,corrected_treatment,tagging_date,mother_tag_color,treatment_tag_color,holding_tank#,rack_tank#,testing_tank#,size#mm,converted#tgrabs,tracked#trex,checked#bt,finished,location,note,location(switch tank 21-22)
24248654,rec0019_colorchoice_20220802_140707.24248654,19,6,P.formosa,1,5,20,5,C,C,29.07.22,blue,orange,S26,R083,4,,x,x,,x,bottom left,,bottom left
24248654,rec0022_colorchoice_20220802_163733.24248654,22,7,P.formosa,1,5,20,5,C,C,29.07.22,blue,orange,S26,R083,4,,x,x,,x,bottom left,,bottom left
24248658,rec0001_doorchoice_20220801_103501.24248658,1,0,P.formosa,1,5,21,6,D,D,29.07.22,blue,red,S26,R082,16,,,,,,bottom left,,bottom left
24248658,rec0004_doorchoice_20220801_125837.24248658,4,1,P.formosa,1,5,21,6,D,D,29.07.22,blue,red,S26,R082,16,,,,,,bottom left,,bottom left
24248658,rec0007_doorchoice_20220801_144918.24248658,7,2,P.formosa,1,5,21,6,D,D,29.07.22,blue,red,S26,R082,16,,,,,,bottom left,,bottom left
24248658,rec0010_doorchoice_20220801_163422.24248658,10,3,P.formosa,1,5,21,6,D,D,29.07.22,blue,red,S26,R082,16,,,,,,bottom left,,bottom left
24248658,rec0013_doorchoice_20220802_103839.24248658,13,4,P.formosa,1,5,21,6,D,D,29.07.22,blue,red,S26,R082,16,,,,,,bottom left,,bottom left
24248658,rec0016_doorchoice_20220802_123421.24248658,16,5,P.formosa,1,5,21,6,D,D,29.07.22,blue,red,S26,R082,16,,,,,,bottom left,,bottom left
24248658,rec0019_doorchoice_20220802_140623.24248658,19,6,P.formosa,1,5,21,6,D,D,29.07.22,blue,red,S26,R082,16,,,,,,bottom left,,bottom left
24248658,rec0022_doorchoice_20220802_163902.24248658,22,7,P.formosa,1,5,21,6,D,D,29.07.22,blue,red,S26,R082,16,,,,,,bottom left,,bottom left
24248657,rec0000_doorchoice_20220801_103501.24248657,0,0,P.formosa,1,5,22,6,D,D,29.07.22,blue,red,S26,R082,22,,,,,,top right,,top left
24248657,rec0003_doorchoice_20220801_125837.24248657,3,1,P.formosa,1,5,22,6,D,D,29.07.22,blue,red,S26,R082,22,,,,,,top right,,top left
24248657,rec0006_doorchoice_20220801_144918.24248657,6,2,P.formosa,1,5,22,6,D,D,29.07.22,blue,red,S26,R082,22,,,,,,top right,,top left
24248657,rec0009_doorchoice_20220801_163422.24248657,9,3,P.formosa,1,5,22,6,D,D,29.07.22,blue,red,S26,R082,22,,,,,,top right,,top left
24248657,rec0012_doorchoice_20220802_103839.24248657,12,4,P.formosa,1,5,22,6,D,D,29.07.22,blue,red,S26,R082,22,,,,,,top right,,top left
24248657,rec0015_doorchoice_20220802_123421.24248657,15,5,P.formosa,1,5,22,6,D,D,29.07.22,blue,red,S26,R082,22,,,,,,top right,,top left
24248657,rec0018_doorchoice_20220802_140623.24248657,18,6,P.formosa,1,5,22,6,D,D,29.07.22,blue,red,S26,R082,22,,,,,,top right,,top left
24248657,rec0021_doorchoice_20220802_163902.24248657,21,7,P.formosa,1,5,22,6,D,D,29.07.22,blue,red,S26,R082,22,,,,,,top right,,top left
24248661,rec0002_doorchoice_20220801_103501.24248661,2,0,P.formosa,1,5,23,6,D,D,29.07.22,blue,red,S26,R082,18,,,,,,top right,Disappeared from tank after day 1,top right
24248661,rec0005_doorchoice_20220801_125837.24248661,5,1,P.formosa,1,5,23,6,D,D,29.07.22,blue,red,S26,R082,18,,,,,,top right,Disappeared from tank after day 1,top right
24248661,rec0008_doorchoice_20220801_144918.24248661,8,2,P.formosa,1,5,23,6,D,D,29.07.22,blue,red,S26,R082,18,,,,,,top right,Disappeared from tank after day 1,top right
24248661,rec0011_doorchoice_20220801_163422.24248661,11,3,P.formosa,1,5,23,6,D,D,29.07.22,blue,red,S26,R082,18,,,,,,top right,Disappeared from tank after day 1,top right
24248657,rec0000_doorchoice_20220801_103501.24248657,0,0,P.formosa,1,5,24,6,D,D,29.07.22,blue,red,S26,R082,21,,,,,,top left,ID 24 Died & replaced with ID 100 after first non-reward recording,top right
24248657,rec0003_doorchoice_20220801_125837.24248657,3,0,P.formosa,1,5,100,6,D,D,29.07.22,blue,red,S26,R082,21,,,,,,top left,ID 24 Died & replaced with ID 100 after first non-reward recording,top right
24248657,rec0006_doorchoice_20220801_144918.24248657,6,1,P.formosa,1,5,100,6,D,D,29.07.22,blue,red,S26,R082,21,,,,,,top left,ID 24 Died & replaced with ID 100 after first non-reward recording,top right
24248657,rec0009_doorchoice_20220801_163422.24248657,9,2,P.formosa,1,5,100,6,D,D,29.07.22,blue,red,S26,R082,21,,,,,,top left,ID 24 Died & replaced with ID 100 after first non-reward recording,top right
24248657,rec0012_doorchoice_20220802_103839.24248657,12,3,P.formosa,1,5,100,6,D,D,29.07.22,blue,red,S26,R082,21,,,,,,top left,ID 24 Died & replaced with ID 100 after first non-reward recording,top right
24248657,rec0015_doorchoice_20220802_123421.24248657,15,4,P.formosa,1,5,100,6,D,D,29.07.22,blue,red,S26,R082,21,,,,,,top left,ID 24 Died & replaced with ID 100 after first non-reward recording,top right
24248657,rec0018_doorchoice_20220802_140623.24248657,18,5,P.formosa,1,5,100,6,D,D,29.07.22,blue,red,S26,R082,21,,,,,,top left,ID 24 Died & replaced with ID 100 after first non-reward recording,top right
24248657,rec0021_doorchoice_20220802_163902.24248657,21,6,P.formosa,1,5,100,6,D,D,29.07.22,blue,red,S26,R082,21,,,,,,top left,ID 24 Died & replaced with ID 100 after first non-reward recording,top right
24248662,rec0026_colorchoice_20220803_110831.24248662,26,0,P.formosa,2,2,25,7,C,C,29.07.22,purple,orange,S23,R094,8,,x,x,,x,bottom left,,bottom left
24248662,rec0029_colorchoice_20220803_121529.24248662,29,1,P.formosa,2,2,25,7,C,C,29.07.22,purple,orange,S23,R094,8,,x,x,,x,bottom left,,bottom left
242428662,rec0032_colorchoice_20220803_144801.24248662,32,2,P.formosa,2,2,25,7,C,C,29.07.22,purple,orange,S23,R094,8,,x,x,,x,bottom left,,bottom left
242428662,rec0035_colorchoice_20220803_163828.24248662,35,3,P.formosa,2,2,25,7,C,C,29.07.22,purple,orange,S23,R094,8,,x,x,,x,bottom left,,bottom left
24248662,rec0038_colorchoice_20220804_110102.24248662,38,4,P.formosa,2,2,25,7,C,C,29.07.22,purple,orange,S23,R094,8,,x,x,,x,bottom left,,bottom left
24248662,rec0041_colorchoice_20220804_122744.24248662,41,5,P.formosa,2,2,25,7,C,C,29.07.22,purple,orange,S23,R094,8,,x,x,,x,bottom left,,bottom left
24248662,rec0044_colorchoice_20220804_143708.24248662,44,6,P.formosa,2,2,25,7,C,C,29.07.22,purple,orange,S23,R094,8,,x,x,,x,bottom left,,bottom left
24248662,rec0047_colorchoice_20220804_164001.24248662,47,7,P.formosa,2,2,25,7,C,C,29.07.22,purple,orange,S23,R094,8,,x,x,,x,bottom left,,bottom left
24248654,rec0025_colorchoice_20220803_110831.24248654,25,0,P.formosa,2,2,26,7,C,C,29.07.22,purple,orange,S23,R094,1,,x,x,,x,top left,,top left
24248654,rec0028_colorchoice_20220803_121529.24248654,28,1,P.formosa,2,2,26,7,C,C,29.07.22,purple,orange,S23,R094,1,,x,x,,x,top left,,top left
24248654,rec0031_colorchoice_20220803_144801.24248654,31,2,P.formosa,2,2,26,7,C,C,29.07.22,purple,orange,S23,R094,1,,x,x,,x,top left,,top left
24248654,rec0034_colorchoice_20220803_163828.24248654,34,3,P.formosa,2,2,26,7,C,C,29.07.22,purple,orange,S23,R094,1,,x,x,,x,top left,,top left
24248654,rec0037_colorchoice_20220804_110102.24248654,37,4,P.formosa,2,2,26,7,C,C,29.07.22,purple,orange,S23,R094,1,,x,x,,x,top left,,top left
24248654,rec0040_colorchoice_20220804_122744.24248654,40,5,P.formosa,2,2,26,7,C,C,29.07.22,purple,orange,S23,R094,1,,x,x,,x,top left,,top left
24248654,rec0043_colorchoice_20220804_143708.24248654,43,6,P.formosa,2,2,26,7,C,C,29.07.22,purple,orange,S23,R094,1,,x,x,,x,top left,,top left
24248654,rec0046_colorchoice_20220804_164001.24248654,46,7,P.formosa,2,2,26,7,C,C,29.07.22,purple,orange,S23,R094,1,,x,x,,x,top left,,top left
24248653,rec0024_colorchoice_20220803_110831.24248653,24,0,P.formosa,2,2,27,7,C,C,29.07.22,purple,orange,S23,R094,10,,x,x,,x,top right ,"Found again 08.08.2022 and put back to his group, Dissapeared before group test",top right 
24248653,rec0027_colorchoice_20220803_121529.24248653,27,1,P.formosa,2,2,27,7,C,C,29.07.22,purple,orange,S23,R094,10,,x,x,,x,top right ,"Found again 08.08.2022 and put back to his group, Dissapeared before group test",top right 
24248653,rec0030_colorchoice_20220803_144801.24248653,30,2,P.formosa,2,2,27,7,C,C,29.07.22,purple,orange,S23,R094,10,,x,x,,x,top right ,"Found again 08.08.2022 and put back to his group, Dissapeared before group test",top right 
24248653,rec0033_colorchoice_20220803_163828.24248653,33,3,P.formosa,2,2,27,7,C,C,29.07.22,purple,orange,S23,R094,10,,x,-,,-,top right ,"Found again 08.08.2022 and put back to his group, Dissapeared before group test",top right 
24248653,rec0036_colorchoice_20220804_110102.24248653,36,4,P.formosa,2,2,27,7,C,C,29.07.22,purple,orange,S23,R094,10,,x,x,,x,top right ,"Found again 08.08.2022 and put back to his group, Dissapeared before group test",top right 
24248653,rec0039_colorchoice_20220804_122744.24248653,39,5,P.formosa,2,2,27,7,C,C,29.07.22,purple,orange,S23,R094,10,,x,x,,x,top right ,"Found again 08.08.2022 and put back to his group, Dissapeared before group test",top right 
24248653,rec0042_colorchoice_20220804_143708.24248653,42,6,P.formosa,2,2,27,7,C,C,29.07.22,purple,orange,S23,R094,10,,x,x,,x,top right ,"Found again 08.08.2022 and put back to his group, Dissapeared before group test",top right 
24248653,rec0045_colorchoice_20220804_164001.24248653,45,7,P.formosa,2,2,27,7,C,C,29.07.22,purple,orange,S23,R094,10,,x,x,,x,top right ,"Found again 08.08.2022 and put back to his group, Dissapeared before group test",top right 
24248654,rec0025_colorchoice_20220803_110831.24248654,25,0,P.formosa,2,2,28,7,C,C,29.07.22,purple,orange,S23,R094,4,,x,x,,x,bottom left,,bottom left
24248654,rec0028_colorchoice_20220803_121529.24248654,28,1,P.formosa,2,2,28,7,C,C,29.07.22,purple,orange,S23,R094,4,,x,x,,x,bottom left,,bottom left
24248654,rec0031_colorchoice_20220803_144801.24248654,31,2,P.formosa,2,2,28,7,C,C,29.07.22,purple,orange,S23,R094,4,,x,x,,x,bottom left,,bottom left
24248654,rec0034_colorchoice_20220803_163828.24248654,34,3,P.formosa,2,2,28,7,C,C,29.07.22,purple,orange,S23,R094,4,,x,x,,x,bottom left,,bottom left
24248654,rec0037_colorchoice_20220804_110102.24248654,37,4,P.formosa,2,2,28,7,C,C,29.07.22,purple,orange,S23,R094,4,,x,x,,x,bottom left,,bottom left
24248654,rec0040_colorchoice_20220804_122744.24248654,40,5,P.formosa,2,2,28,7,C,C,29.07.22,purple,orange,S23,R094,4,,x,x,,x,bottom left,,bottom left
24248654,rec0043_colorchoice_20220804_143708.24248654,43,6,P.formosa,2,2,28,7,C,C,29.07.22,purple,orange,S23,R094,4,,x,x,,x,bottom left,,bottom left
24248654,rec0046_colorchoice_20220804_164001.24248654,46,7,P.formosa,2,2,28,7,C,C,29.07.22,purple,orange,S23,R094,4,,x,x,,x,bottom left,,bottom left
24248662,rec0026_colorchoice_20220803_110831.24248662,26,0,P.formosa,2,2,29,8,C,C,29.07.22,purple,orange,S23,R094,7,,x,x,,x,bottom right,,bottom right
24248662,rec0029_colorchoice_20220803_121529.24248662,29,1,P.formosa,2,2,29,8,C,C,29.07.22,purple,orange,S23,R094,7,,x,x,,x,bottom right,,bottom right
24248662,rec0032_colorchoice_20220803_144801.24248662,32,2,P.formosa,2,2,29,8,C,C,29.07.22,purple,orange,S23,R094,7,,x,x,,x,bottom right,,bottom right
24248662,rec0035_colorchoice_20220803_163828.24248662,35,3,P.formosa,2,2,29,8,C,C,29.07.22,purple,orange,S23,R094,7,,x,x,,x,bottom right,,bottom right
24248662,rec0038_colorchoice_20220804_110102.24248662,38,4,P.formosa,2,2,29,8,C,C,29.07.22,purple,orange,S23,R094,7,,x,x,,x,bottom right,,bottom right
24248662,rec0041_colorchoice_20220804_122744.24248662,41,5,P.formosa,2,2,29,8,C,C,29.07.22,purple,orange,S23,R094,7,,x,x,,x,bottom right,,bottom right
24248662,rec0044_colorchoice_20220804_143708.24248662,44,6,P.formosa,2,2,29,8,C,C,29.07.22,purple,orange,S23,R094,7,,x,x,,x,bottom right,,bottom right
24248662,rec0047_colorchoice_20220804_164001.24248662,47,7,P.formosa,2,2,29,8,C,C,29.07.22,purple,orange,S23,R094,7,,x,x,,x,bottom right,,bottom right
24248653,rec0024_colorchoice_20220803_110831.24248653,24,0,P.formosa,2,2,30,8,C,C,29.07.22,purple,orange,S23,R094,11,,x,x,,x,bottom right,,bottom right
24248653,rec0027_colorchoice_20220803_121529.24248653,27,1,P.formosa,2,2,30,8,C,C,29.07.22,purple,orange,S23,R094,11,,x,x,,x,bottom right,,bottom right
24248653,rec0030_colorchoice_20220803_144801.24248653,30,2,P.formosa,2,2,30,8,C,C,29.07.22,purple,orange,S23,R094,11,,x,x,,x,bottom right,,bottom right
24248653,rec0033_colorchoice_20220803_163828.24248653,33,3,P.formosa,2,2,30,8,C,C,29.07.22,purple,orange,S23,R094,11,,x,x,,x,bottom right,,bottom right
24248653,rec0036_colorchoice_20220804_110102.24248653,36,4,P.formosa,2,2,30,8,C,C,29.07.22,purple,orange,S23,R094,11,,x,x,,x,bottom right,,bottom right
24248653,rec0039_colorchoice_20220804_122744.24248653,39,5,P.formosa,2,2,30,8,C,C,29.07.22,purple,orange,S23,R094,11,,x,x,,x,bottom right,,bottom right
24248653,rec0042_colorchoice_20220804_143708.24248653,42,6,P.formosa,2,2,30,8,C,C,29.07.22,purple,orange,S23,R094,11,,x,x,,x,bottom right,,bottom right
24248653,rec0045_colorchoice_20220804_164001.24248653,45,7,P.formosa,2,2,30,8,C,C,29.07.22,purple,orange,S23,R094,11,,x,x,,x,bottom right,,bottom right
24248658,rec0025_doorchoice_20220803_110948.24248658,25,0,P.formosa,2,2,31,8,D,D,29.07.22,purple,red,S23,R093,13,,,,,,top left,,top left
24248658,rec0028_doorchoice_20220803_121613.24248658,28,1,P.formosa,2,2,31,8,D,D,29.07.22,purple,red,S23,R093,13,,,,,,top left,,top left
24248658,rec0031_doorchoice_20220803_144831.24248658,31,2,P.formosa,2,2,31,8,D,D,29.07.22,purple,red,S23,R093,13,,,,,,top left,,top left
24248658,rec0034_doorchoice_20220803_163909.24248658,34,3,P.formosa,2,2,31,8,D,D,29.07.22,purple,red,S23,R093,13,,,,,,top left,,top left
24248658,rec0037_doorchoice_20220804_110142.24248658,37,4,P.formosa,2,2,31,8,D,D,29.07.22,purple,red,S23,R093,13,,,,,,top left,,top left
24248658,rec0040_doorchoice_20220804_122813.24248658,40,5,P.formosa,2,2,31,8,D,D,29.07.22,purple,red,S23,R093,13,,,,,,top left,,top left
24248658,rec0043_doorchoice_20220804_143741.24248658,43,6,P.formosa,2,2,31,8,D,D,29.07.22,purple,red,S23,R093,13,,,,,,top left,,top left
24248658,rec0046_doorchoice_20220804_163516.24248658,46,7,P.formosa,2,2,31,8,D,D,29.07.22,purple,red,S23,R093,13,,,,,,top left,,top left
24248658,rec0025_doorchoice_20220803_110948.24248658,25,0,P.formosa,2,2,32,8,D,D,29.07.22,purple,red,S23,R093,15,,,,,,bottom right,,bottom right
24248658,rec0028_doorchoice_20220803_121613.24248658,28,1,P.formosa,2,2,32,8,D,D,29.07.22,purple,red,S23,R093,15,,,,,,bottom right,,bottom right
24248658,rec0031_doorchoice_20220803_144831.24248658,31,2,P.formosa,2,2,32,8,D,D,29.07.22,purple,red,S23,R093,15,,,,,,bottom right,,bottom right
24248658,rec0034_doorchoice_20220803_163909.24248658,34,3,P.formosa,2,2,32,8,D,D,29.07.22,purple,red,S23,R093,15,,,,,,bottom right,,bottom right
24248658,rec0037_doorchoice_20220804_110142.24248658,37,4,P.formosa,2,2,32,8,D,D,29.07.22,purple,red,S23,R093,15,,,,,,bottom right,,bottom right
24248658,rec0040_doorchoice_20220804_122813.24248658,40,5,P.formosa,2,2,32,8,D,D,29.07.22,purple,red,S23,R093,15,,,,,,bottom right,,bottom right
24248658,rec0043_doorchoice_20220804_143741.24248658,43,6,P.formosa,2,2,32,8,D,D,29.07.22,purple,red,S23,R093,15,,,,,,bottom right,,bottom right
24248658,rec0046_doorchoice_20220804_163516.24248658,46,7,P.formosa,2,2,32,8,D,D,29.07.22,purple,red,S23,R093,15,,,,,,bottom right,,bottom right
24248661,rec0026_doorchoice_20220803_110948.24248661,26,0,P.formosa,2,2,33,9,D,D,29.07.22,purple,red,S23,R093,20,,,,,,bottom left,Dissapeared,bottom left
24248661,rec0029_doorchoice_20220803_121613.24248661,29,1,P.formosa,2,2,33,9,D,D,29.07.22,purple,red,S23,R093,20,,,,,,bottom left,Dissapeared,bottom left
24248661,rec0032_doorchoice_20220803_144831.24248661,32,2,P.formosa,2,2,33,9,D,D,29.07.22,purple,red,S23,R093,20,,,,,,bottom left,Dissapeared,bottom left
24248661,rec0035_doorchoice_20220803_163909.24248661,35,3,P.formosa,2,2,33,9,D,D,29.07.22,purple,red,S23,R093,20,,,,,,bottom left,Dissapeared,bottom left
24248661,rec0038_doorchoice_20220804_110142.24248661,38,4,P.formosa,2,2,33,9,D,D,29.07.22,purple,red,S23,R093,20,,,,,,bottom left,Dissapeared,bottom left
24248661,rec0041_doorchoice_20220804_122813.24248661,41,5,P.formosa,2,2,33,9,D,D,29.07.22,purple,red,S23,R093,20,,,,,,bottom left,Dissapeared,bottom left
24248661,rec0044_doorchoice_20220804_143741.24248661,44,6,P.formosa,2,2,33,9,D,D,29.07.22,purple,red,S23,R093,20,,,,,,bottom left,Dissapeared,bottom left
24248661,rec0047_doorchoice_20220804_163514.24248661,47,7,P.formosa,2,2,33,9,D,D,29.07.22,purple,red,S23,R093,20,,,,,,bottom left,Dissapeared,bottom left
24248661,rec0026_doorchoice_20220803_110948.24248661,26,0,P.formosa,2,2,34,9,D,D,29.07.22,purple,red,S23,R093,17,,,,,,top left,,top left
24248661,rec0029_doorchoice_20220803_121613.24248661,29,1,P.formosa,2,2,34,9,D,D,29.07.22,purple,red,S23,R093,17,,,,,,top left,,top left
24248661,rec0032_doorchoice_20220803_144831.24248661,32,2,P.formosa,2,2,34,9,D,D,29.07.22,purple,red,S23,R093,17,,,,,,top left,,top left
24248661,rec0035_doorchoice_20220803_163909.24248661,35,3,P.formosa,2,2,34,9,D,D,29.07.22,purple,red,S23,R093,17,,,,,,top left,,top left
24248661,rec0038_doorchoice_20220804_110142.24248661,38,4,P.formosa,2,2,34,9,D,D,29.07.22,purple,red,S23,R093,17,,,,,,top left,,top left
24248661,rec0041_doorchoice_20220804_122813.24248661,41,5,P.formosa,2,2,34,9,D,D,29.07.22,purple,red,S23,R093,17,,,,,,top left,,top left
24248661,rec0044_doorchoice_20220804_143741.24248661,44,6,P.formosa,2,2,34,9,D,D,29.07.22,purple,red,S23,R093,17,,,,,,top left,,top left
24248661,rec0047_doorchoice_20220804_163514.24248661,47,7,P.formosa,2,2,34,9,D,D,29.07.22,purple,red,S23,R093,17,,,,,,top left,,top left
24248657,rec0024_doorchoice_20220803_110948.24248657,24,0,P.formosa,2,2,35,9,D,D,29.07.22,purple,red,S23,R093,21,,,,,,top left,,top right
24248657,rec0027_doorchoice_20220803_121613.24248657,27,1,P.formosa,2,2,35,9,D,D,29.07.22,purple,red,S23,R093,21,,,,,,top left,,top right
24248657,rec0030_doorchoice_20220803_144831.24248657,30,2,P.formosa,2,2,35,9,D,D,29.07.22,purple,red,S23,R093,21,,,,,,top left,,top right
24248657,rec0033_doorchoice_20220803_163909.24248657,33,3,P.formosa,2,2,35,9,D,D,29.07.22,purple,red,S23,R093,21,,,,,,top left,,top right
24248657,rec0036_doorchoice_20220804_110142.24248657,36,4,P.formosa,2,2,35,9,D,D,29.07.22,purple,red,S23,R093,21,,,,,,top left,,top right
24248657,rec0039_doorchoice_20220804_122813.24248657,39,5,P.formosa,2,2,35,9,D,D,29.07.22,purple,red,S23,R093,21,,,,,,top left,,top right
24248657,rec0042_doorchoice_20220804_143741.24248657,42,6,P.formosa,2,2,35,9,D,D,29.07.22,purple,red,S23,R093,21,,,,,,top left,,top right
24248657,rec0045_doorchoice_20220804_163518.24248657,45,7,P.formosa,2,2,35,9,D,D,29.07.22,purple,red,S23,R093,21,,,,,,top left,,top right
24248661,rec0026_doorchoice_20220803_110948.24248661,26,0,P.formosa,2,2,36,9,D,D,29.07.22,purple,red,S23,R093,19,,,,,,bottom right,,bottom right
24248661,rec0029_doorchoice_20220803_121613.24248661,29,1,P.formosa,2,2,36,9,D,D,29.07.22,purple,red,S23,R093,19,,,,,,bottom right,,bottom right
24248661,rec0032_doorchoice_20220803_144831.24248661,32,2,P.formosa,2,2,36,9,D,D,29.07.22,purple,red,S23,R093,19,,,,,,bottom right,,bottom right
24248661,rec0035_doorchoice_20220803_163909.24248661,35,3,P.formosa,2,2,36,9,D,D,29.07.22,purple,red,S23,R093,19,,,,,,bottom right,,bottom right
24248661,rec0038_doorchoice_20220804_110142.24248661,38,4,P.formosa,2,2,36,9,D,D,29.07.22,purple,red,S23,R093,19,,,,,,bottom right,,bottom right
24248661,rec0041_doorchoice_20220804_122813.24248661,41,5,P.formosa,2,2,36,9,D,D,29.07.22,purple,red,S23,R093,19,,,,,,bottom right,,bottom right
24248661,rec0044_doorchoice_20220804_143741.24248661,44,6,P.formosa,2,2,36,9,D,D,29.07.22,purple,red,S23,R093,19,,,,,,bottom right,,bottom right
24248661,rec0047_doorchoice_20220804_163514.24248661,47,7,P.formosa,2,2,36,9,D,D,29.07.22,purple,red,S23,R093,19,,,,,,bottom right,,bottom right
24248654,rec0025_colorchoice_20220803_110831.24248654,25,0,P.formosa,2,2,37,10,N,N,29.07.22,yellow,black,S24,R081,2,,x,x,,x,top right,,top right
24248654,rec0028_colorchoice_20220803_121529.24248654,28,1,P.formosa,2,2,37,10,N,N,29.07.22,yellow,black,S24,R081,2,,x,x,,x,top right,,top right
24248654,rec0031_colorchoice_20220803_144801.24248654,31,2,P.formosa,2,2,37,10,N,N,29.07.22,yellow,black,S24,R081,2,,x,x,,x,top right,,top right
24248654,rec0034_colorchoice_20220803_163828.24248654,34,3,P.formosa,2,2,37,10,N,N,29.07.22,yellow,black,S24,R081,2,,x,x,,x,top right,,top right
24248654,rec0037_colorchoice_20220804_110102.24248654,37,4,P.formosa,2,2,37,10,N,N,29.07.22,yellow,black,S24,R081,2,,x,x,,x,top right,,top right
24248654,rec0040_colorchoice_20220804_122744.24248654,40,5,P.formosa,2,2,37,10,N,N,29.07.22,yellow,black,S24,R081,2,,x,x,,x,top right,,top right
24248654,rec0043_colorchoice_20220804_143708.24248654,43,6,P.formosa,2,2,37,10,N,N,29.07.22,yellow,black,S24,R081,2,,x,x,,x,top right,,top right
24248654,rec0046_colorchoice_20220804_164001.24248654,46,7,P.formosa,2,2,37,10,N,N,29.07.22,yellow,black,S24,R081,2,,x,x,,x,top right,,top right
24248662,rec0026_colorchoice_20220803_110831.24248662,26,0,P.formosa,2,2,38,10,N,N,29.07.22,yellow,black,S24,R081,5,,x,x,,x,top left,,top left
24248662,rec0029_colorchoice_20220803_121529.24248662,29,1,P.formosa,2,2,38,10,N,N,29.07.22,yellow,black,S24,R081,5,,x,x,,x,top left,,top left
24248662,rec0032_colorchoice_20220803_144801.24248662,32,2,P.formosa,2,2,38,10,N,N,29.07.22,yellow,black,S24,R081,5,,x,x,,x,top left,,top left
24248662,rec0035_colorchoice_20220803_163828.24248662,35,3,P.formosa,2,2,38,10,N,N,29.07.22,yellow,black,S24,R081,5,,x,x,,x,top left,,top left
24248662,rec0038_colorchoice_20220804_110102.24248662,38,4,P.formosa,2,2,38,10,N,N,29.07.22,yellow,black,S24,R081,5,,x,x,,x,top left,,top left
24248662,rec0041_colorchoice_20220804_122744.24248662,41,5,P.formosa,2,2,38,10,N,N,29.07.22,yellow,black,S24,R081,5,,x,x,,x,top left,,top left
24248662,rec0044_colorchoice_20220804_143708.24248662,44,6,P.formosa,2,2,38,10,N,N,29.07.22,yellow,black,S24,R081,5,,x,x,,x,top left,,top left
24248662,rec0047_colorchoice_20220804_164001.24248662,47,7,P.formosa,2,2,38,10,N,N,29.07.22,yellow,black,S24,R081,5,,x,x,,x,top left,,top left
242428662,rec0026_colorchoice_20220803_110831.24248662,26,0,P.formosa,2,2,39,10,N,N,29.07.22,yellow,black,S24,R081,6,,x,x,,x,top right,,top right
242428662,rec0029_colorchoice_20220803_121529.24248662,29,1,P.formosa,2,2,39,10,N,N,29.07.22,yellow,black,S24,R081,6,,x,x,,x,top right,,top right
242428662,rec0032_colorchoice_20220803_144801.24248662,32,2,P.formosa,2,2,39,10,N,N,29.07.22,yellow,black,S24,R081,6,,x,x,,x,top right,,top right
242428662,rec0035_colorchoice_20220803_163828.24248662,35,3,P.formosa,2,2,39,10,N,N,29.07.22,yellow,black,S24,R081,6,,x,x,,x,top right,,top right
242428662,rec0038_colorchoice_20220804_110102.24248662,38,4,P.formosa,2,2,39,10,N,N,29.07.22,yellow,black,S24,R081,6,,x,x,,x,top right,,top right
242428662,rec0041_colorchoice_20220804_122744.24248662,41,5,P.formosa,2,2,39,10,N,N,29.07.22,yellow,black,S24,R081,6,,x,x,,x,top right,,top right
242428662,rec0044_colorchoice_20220804_143708.24248662,44,6,P.formosa,2,2,39,10,N,N,29.07.22,yellow,black,S24,R081,6,,x,x,,x,top right,,top right
242428662,rec0047_colorchoice_20220804_164001.24248662,47,7,P.formosa,2,2,39,10,N,N,29.07.22,yellow,black,S24,R081,6,,x,x,,x,top right,,top right
24248653,rec0024_colorchoice_20220803_110831.24248653,24,0,P.formosa,2,2,40,10,N,N,29.07.22,yellow,black,S24,R081,12,,x,x,,x,bottom left,,bottom left
24248653,rec0027_colorchoice_20220803_121529.24248653,27,1,P.formosa,2,2,40,10,N,N,29.07.22,yellow,black,S24,R081,12,,x,x,,x,bottom left,,bottom left
24248653,rec0030_colorchoice_20220803_144801.24248653,30,2,P.formosa,2,2,40,10,N,N,29.07.22,yellow,black,S24,R081,12,,x,x,,x,bottom left,,bottom left
24248653,rec0033_colorchoice_20220803_163828.24248653,33,3,P.formosa,2,2,40,10,N,N,29.07.22,yellow,black,S24,R081,12,,x,x,,x,bottom left,,bottom left
24248653,rec0036_colorchoice_20220804_110102.24248653,36,4,P.formosa,2,2,40,10,N,N,29.07.22,yellow,black,S24,R081,12,,x,x,,x,bottom left,,bottom left
24248653,rec0039_colorchoice_20220804_122744.24248653,39,5,P.formosa,2,2,40,10,N,N,29.07.22,yellow,black,S24,R081,12,,x,x,,x,bottom left,,bottom left
24248653,rec0042_colorchoice_20220804_143708.24248653,42,6,P.formosa,2,2,40,10,N,N,29.07.22,yellow,black,S24,R081,12,,x,x,,x,bottom left,,bottom left
24248653,rec0045_colorchoice_20220804_164001.24248653,45,7,P.formosa,2,2,40,10,N,N,29.07.22,yellow,black,S24,R081,12,,x,x,,x,bottom left,,bottom left
24248653,rec0024_colorchoice_20220803_110831.24248653,24,0,P.formosa,2,5,41,11,C,C,29.07.22,white,orange,S25,R091,9,,x,x,,x,top left,,top left
24248653,rec0027_colorchoice_20220803_121529.24248653,27,1,P.formosa,2,5,41,11,C,C,29.07.22,white,orange,S25,R091,9,,x,x,,x,top left,,top left
